# ABC Life LifePRO Export | Generated: 2024-12-31 | Records: 1000
POL_NUM|INSURER_CD|CLNT_DOB|CLNT_GENDER|SMOKER_IND|PROD_CD|POL_COMM_DT|POL_EXPIRY_DT|POL_TERM_YRS|BASIC_SA|PREM_AMT|PREM_FREQ_CD|PREM_ESCL_RT|PREM_PYMT_TERM|REINSURED|RI_RETENTION|RI_CEDED|RI_TREATY|POL_STAT_CD|VAL_FLAG
POL0000530|ABCLIFE|14/11/1951|2|N|TL01|31/12/2004|31/12/2034|30|4351000|0.0|M|0.05|30|Y|1000000|3351000|TRT01|IF|Y
POL0000531|ABCLIFE|14/06/1981|2|N|TL01|31/12/2020|31/12/2030|10|2719000|17664.98|A|0.05|10|Y|1000000|1719000|TRT01|IF|Y
POL0000532|ABCLIFE|25/03/1956|1|N|EN01|31/12/2005|31/12/2030|25|2288000|8091.21|M|0.15|25|Y|2000000|288000|TRT01|IF|Y
POL0000533|ABCLIFE|30/09/1979|2|N|WL01|31/12/2012|||1388000|1500.71|M|0.1||Y|1000000|388000|TRT04|LA|N
POL0000534|ABCLIFE|24/02/1984|1|Y|WL01|31/12/2019|||1611000|31829.66|A|0.05||Y|1000000|611000|TRT01|PU|N
POL0000535|ABCLIFE|11/09/1969|2|N|TL01|31/12/2009|31/12/2034|25|4766000|2386.26|M|0.15|25|Y|1000000|3766000|TRT01|IF|Y
POL0000536|ABCLIFE|06/05/1976|2|N|WL01|31/12/2017|||182000|368.7|M|0.15||N|182000|0||LA|N
POL0000537|ABCLIFE|19/10/1973|2|N|TL01|31/12/2015|31/12/2030|15|800000|229.21|M|0.0|15|N|800000|0||IF|Y
POL0000538|ABCLIFE|19/05/1981|2|N|WL01|31/12/2024|||749000|953.31|M|0.1||N|749000|0||IF|Y
POL0000539|ABCLIFE|12/01/1974|1|N|TL01|31/12/2014|31/12/2039|25|3568000|1886.15|M|0.0|25|Y|1000000|2568000|TRT01|LA|N
POL0000540|ABCLIFE|07/09/1976|1|N|EN01|31/12/2014|31/12/2029|15|2453000|107664.13|A|0.1|15|Y|2000000|453000|TRT01|IF|Y
POL0000541|ABCLIFE|27/08/1967|2|N|WL01|31/12/2008|||1336000|1804.6|M|0.1||Y|1000000|336000|TRT01|IF|Y
POL0000542|ABCLIFE|01/05/1984|2|N|WL01|31/12/2016|||172000|761.38|Q|0.0||N|172000|0||IF|Y
POL0000543|ABCLIFE|25/03/1975|2|N|WL01|31/12/2007|||734000|1250.19|M|0.1||N|734000|0||IF|Y
POL0000544|ABCLIFE|21/01/1958|1|N|TL01|31/12/2011|31/12/2026|15|3980000|1257.1|M|0.05|15|Y|1000000|2980000|TRT03|IF|Y
POL0000545|ABCLIFE|09/11/1970|2|N|TL01|31/12/2018|31/12/2028|10|1947000|588.06|M|0.05|10|Y|1000000|947000|TRT01|IF|Y
POL0000546|ABCLIFE|11/09/1976|1|Y|EN01|31/12/2017|31/12/2037|20|2598000|8126.96|M|0.0|20|Y|2000000|598000|TRT04|IF|Y
POL0000547|ABCLIFE|08/06/1964|2|N|WL01|31/12/2018|||110000|192.65|M|0.1||N|110000|0||IF|Y
POL0000548|ABCLIFE|20/08/1985|1|Y|WL01|31/12/2023|||614000|630.61|M|0.0||N|614000|0||IF|Y
POL0000549|ABCLIFE|12/03/1974|2|N|TL01|31/12/2016|31/12/2031|15|3948000|19562.34|A|0.0|15|Y|1000000|2948000|TRT01|IF|Y
POL0000550|ABCLIFE|31/08/1990|1|N|EN01|31/12/2020|31/12/2035|15|2550000|11329.35|M|0.0|15|Y|2000000|550000|TRT03|IF|Y
POL0000551|ABCLIFE|29/12/1972|2|Y|TL01|31/12/2011|31/12/2036|25|2378000|13822.3|A|0.1|25|Y|1000000|1378000|TRT04|IF|Y
POL0000552|ABCLIFE|29/03/1986|1|N|EN01|31/12/2024|31/12/2044|20|1804000|24045.24|Q|0.1|20|N|1804000|0||IF|Y
POL0000553|ABCLIFE|13/11/1987|2|N|TL01|31/12/2016|31/12/2031|15|930000|6420.38|A|0.1|15|N|930000|0||IF|Y
POL0000554|ABCLIFE|28/01/1979|1|N|TL01|31/12/2013|31/12/2028|15|1275000|630.45|M|0.1|15|Y|1000000|275000|TRT03|IF|Y
POL0000555|ABCLIFE|23/09/1982|2|Y|TL01|31/12/2018|31/12/2028|10|3370000|1660.37|M|0.05|10|Y|1000000|2370000|TRT01|IF|Y
POL0000556|ABCLIFE|09/02/1981|1|N|TL01|31/12/2021|31/12/2031|10|3373000|586.51|M|0.0|10|Y|1000000|2373000|TRT01|IF|Y
POL0000557|ABCLIFE|11/11/1987|1|N|WL01|31/12/2020|||1261000|4975.7|Q|0.0||Y|1000000|261000|TRT01|IF|Y
POL0000558|ABCLIFE|20/08/1980|2|N|TL01|31/12/2012|31/12/2042|30|3363000|1467.22|M|0.1|30|Y|1000000|2363000|TRT03|IF|Y
POL0000559|ABCLIFE|13/12/1974|1|N|TL01|31/12/2021|31/12/2036|15|630000|408.46|M|0.15|15|N|630000|0||IF|Y
POL0000560|ABCLIFE|15/03/1968|2|N|WL01|31/12/2015|||938000|1449.02|M|0.0||N|938000|0||IF|Y
POL0000561|ABCLIFE|21/10/1969|2|N|WL01|31/12/2024|||1532000|3888.24|Q|0.1||Y|1000000|532000|TRT04|IF|Y
POL0000562|ABCLIFE|29/01/1970|2|N|EN01|31/12/2017|31/12/2027|10|2685000|12608.64|M|0.1|10|Y|2000000|685000|TRT03|PU|N
POL0000563|ABCLIFE|18/10/1967|1|N|EN01|31/12/2020|31/12/2030|10|417000|2078.84|M|0.1|10|N|417000|0||PU|N
POL0000564|ABCLIFE|14/03/1976|1|N|TL01|31/12/2013|31/12/2038|25|4984000|1798.21|M|0.05|25|Y|1000000|3984000|TRT04|IF|Y
POL0000565|ABCLIFE|11/09/1974|1|N|WL01|31/12/2024|||489000|430.87|M|0.0||N|489000|0||IF|Y
POL0000566|ABCLIFE|08/07/1979|2|N|EN01|31/12/2014|31/12/2039|25|1031000|45984.23|A|0.05|25|N|1031000|0||IF|Y
POL0000567|ABCLIFE|25/02/1976|1|Y|EN01|31/12/2017|31/12/2032|15|2442000|9925.77|M|0.05|15|Y|2000000|442000|TRT01|IF|Y
POL0000568|ABCLIFE|16/09/1999|2|Y|TL01|31/12/2023|31/12/2033|10|4022000|1156.01|M|0.05|10|Y|1000000|3022000|TRT01|IF|Y
POL0000569|ABCLIFE|29/06/1994|2|N|WL01|31/12/2014|||1098000|1106.6|M|0.05||Y|1000000|98000|TRT01|IF|Y
POL0000570|ABCLIFE|20/01/1972|1|N|EN01|31/12/2023|31/12/2033|10|1135000|3078.23|M|0.05|10|N|1135000|0||IF|Y
POL0000571|ABCLIFE|27/05/1988|2|N|TL01|31/12/2024|31/12/2034|10|4329000|842.58|M|0.05|10|Y|1000000|3329000|TRT04|IF|Y
POL0000572|ABCLIFE|14/09/1973|1|Y|TL01|31/12/2017|31/12/2027|10|672000|327.44|M|0.1|10|N|672000|0||IF|Y
POL0000573|ABCLIFE|30/04/1986|2|Y|TL01|31/12/2020|31/12/2030|10|1028000|220.62|M|0.1|10|Y|1000000|28000|TRT02|IF|Y
POL0000574|ABCLIFE|30/05/1997|1|N|WL01|31/12/2014|||1619000|6223.77|Q|0.05||Y|1000000|619000|TRT03|IF|Y
POL0000575|ABCLIFE|08/07/1984|1|N|TL01|31/12/2013|31/12/2033|20|2853000|1289.37|M|0.1|20|Y|1000000|1853000|TRT03|IF|Y
POL0000576|ABCLIFE|22/04/1967|2|N|TL01|31/12/2008|31/12/2028|20|2022000|767.22|M|0.15|20|Y|1000000|1022000|TRT04|IF|Y
POL0000577|ABCLIFE|26/03/1988|1|N|TL01|31/12/2022|31/12/2037|15|3337000|1770.89|M|0.1|15|Y|1000000|2337000|TRT04|IF|Y
POL0000578|ABCLIFE|28/03/1990|1|Y|EN01|31/12/2022|31/12/2042|20|180000|804.7|M|0.0|20|N|180000|0||IF|Y
POL0000579|ABCLIFE|18/05/1972|1|N|WL01|31/12/2014|||337000|447.55|M|0.05||N|337000|0||IF|Y
POL0000580|ABCLIFE|05/06/1979|2|N|TL01|31/12/2020|31/12/2050|30|861000|442.96|M|0.0|30|N|861000|0||IF|Y
POL0000581|ABCLIFE|29/02/1976|2|Y|TL01|31/12/2013|31/12/2028|15|656000|211.54|M|0.05|15|N|656000|0||IF|Y
POL0000582|ABCLIFE|05/01/1992|2|N|TL01|31/12/2019|31/12/2029|10|2162000|1266.39|M|0.05|10|Y|1000000|1162000|TRT01|IF|Y
POL0000583|ABCLIFE|14/11/1970|2|Y|TL01|31/12/2017|31/12/2032|15|4821000|1716.21|M|0.1|15|Y|1000000|3821000|TRT04|IF|Y
POL0000584|ABCLIFE|14/02/1987|2|N|TL01|31/12/2021|31/12/2051|30|2463000|1500.27|M|0.0|30|Y|1000000|1463000|TRT01|IF|Y
POL0000585|ABCLIFE|21/05/1979|2|Y|TL01|31/12/2005|31/12/2025|20|238000|66.0|M|0.05|20|N|238000|0||IF|Y
POL0000586|ABCLIFE|28/01/1965|1|N|WL01|31/12/2013|||1551000|2047.73|M|0.0||Y|1000000|551000|TRT01|IF|Y
POL0000587|ABCLIFE|15/10/1969|2|N|WL01|31/12/2005|||1453000|34315.55|A|0.15||Y|1000000|453000|TRT02|IF|Y
POL0000588|ABCLIFE|11/04/1973|1|N|WL01|31/12/2021|||1024000|1060.47|M|0.1||Y|1000000|24000|TRT04|IF|Y
POL0000589|ABCLIFE|30/11/1981|1|N|EN01|31/12/2015|31/12/2030|15|2858000|12088.34|M|0.05|15|Y|2000000|858000|TRT04|IF|Y
POL0000590|ABCLIFE|24/06/1988|2|N|TL01|31/12/2024|31/12/2049|25|639000|165.38|M|0.1|25|N|639000|0||IF|Y
POL0000591|ABCLIFE|26/01/1970|1|N|TL01|31/12/2007|31/12/2037|30|2400000|2564.57|Q|0.05|30|Y|1000000|1400000|TRT03|IF|Y
POL0000592|ABCLIFE|29/07/1967|2|N|EN01|31/12/2020|31/12/2040|20|888000|4339.44|M|0.1|20|N|888000|0||IF|Y
POL0000593|ABCLIFE|26/07/1967|2|N|WL01|31/12/2012|||584000|726.24|M|0.15||N|584000|0||IF|Y
POL0000594|ABCLIFE|10/02/1979|2|N|TL01|31/12/2015|31/12/2045|30|1859000|501.0|M|0.05|30|Y|1000000|859000|TRT04|IF|Y
POL0000595|ABCLIFE|28/02/1968|2|N|TL01|31/12/2006|31/12/2031|25|1551000|5813.68|A|0.05|25|Y|1000000|551000|TRT01|IF|Y
POL0000596|ABCLIFE|28/07/1974|2|Y|WL01|31/12/2012|||588000|1207.54|M|0.05||N|588000|0||IF|Y
POL0000597|ABCLIFE|30/12/1981|1|N|TL01|31/12/2017|31/12/2037|20|862000|0.0|M|0.0|20|N|862000|0||IF|Y
POL0000598|ABCLIFE|27/04/1956|1|N|WL01|31/12/2004|||457000|501.84|M|0.0||N|457000|0||IF|Y
POL0000599|ABCLIFE|01/12/1966|1|Y|EN01|31/12/2012|31/12/2027|15|2640000|8852.18|M|0.05|15|Y|2000000|640000|TRT01|IF|Y
POL0000600|ABCLIFE|05/11/1980|1|Y|TL01|31/12/2021|31/12/2031|10|769000|297.97|M|0.0|10|N|769000|0||PU|N
POL0000601|ABCLIFE|27/09/1961|1|N|TL01|31/12/2013|31/12/2033|20|2918000|1815.32|M|0.1|20|Y|1000000|1918000|TRT01|IF|Y
POL0000602|ABCLIFE|23/02/1981|1|N|WL01|31/12/2018|||626000|905.74|M|0.05||N|626000|0||IF|Y
POL0000603|ABCLIFE|23/01/1970|2|N|TL01|31/12/2015|31/12/2025|10|1202000|1890.37|Q|0.05|10|Y|1000000|202000|TRT02|IF|Y
POL0000604|ABCLIFE|26/01/1979|2|N|WL01|31/12/2012|||1234000|22861.78|A|0.0||Y|1000000|234000|TRT01|IF|Y
POL0000605|ABCLIFE|17/02/1985|1|N|TL01|31/12/2021|31/12/2031|10|4356000|8542.21|Q|0.1|10|Y|1000000|3356000|TRT02|IF|Y
POL0000606|ABCLIFE|30/09/1982|2|N|TL01|31/12/2016|31/12/2031|15|886000|1837.1|A|0.05|15|N|886000|0||IF|Y
POL0000607|ABCLIFE|06/08/1957|2|N|WL01|31/12/2006|||1761000|4671.49|Q|0.15||Y|1000000|761000|TRT04|IF|Y
POL0000608|ABCLIFE|27/02/1972|2|Y|WL01|31/12/2014|||1517000|2154.35|M|0.1||Y|1000000|517000|TRT02|IF|Y
POL0000609|ABCLIFE|26/04/1985|1|Y|EN01|31/12/2014|31/12/2029|15|1060000|41425.59|A|0.0|15|N|1060000|0||IF|Y
POL0000610|ABCLIFE|23/06/1984|2|N|TL01|31/12/2012|31/12/2032|20|941000|433.05|M|0.05|20|N|941000|0||IF|Y
POL0000611|ABCLIFE|27/09/1969|2|N|TL01|31/12/2006|31/12/2026|20|4244000|1894.61|M|0.1|20|Y|1000000|3244000|TRT02|IF|Y
POL0000612|ABCLIFE|16/08/1978|1|Y|EN01|31/12/2015|31/12/2025|10|2569000|12045.0|M|0.05|10|Y|2000000|569000|TRT01|IF|Y
POL0000613|ABCLIFE|20/08/1986|1|N|EN01|31/12/2015|31/12/2025|10|1530000|7261.16|M|0.1|10|N|1530000|0||IF|Y
POL0000614|ABCLIFE|30/04/1973|1|N|WL01|31/12/2018|||1527000|37255.72|A|0.1||Y|1000000|527000|TRT01|IF|Y
POL0000615|ABCLIFE|17/02/1974|1|Y|TL01|31/12/2016|31/12/2026|10|4333000|1272.79|M|0.1|10|Y|1000000|3333000|TRT04|IF|Y
POL0000616|ABCLIFE|06/07/1980|1|N|TL01|31/12/2009|31/12/2039|30|2031000|454.67|M|0.05|30|Y|1000000|1031000|TRT01|IF|Y
POL0000617|ABCLIFE|10/03/1981|1|Y|EN01|31/12/2019|31/12/2029|10|2160000|8151.29|M|0.0|10|Y|2000000|160000|TRT02|LA|N
POL0000618|ABCLIFE|24/01/1981|1|N|EN01|31/12/2015|31/12/2030|15|856000|3055.74|M|0.0|15|N|856000|0||PU|N
POL0000619|ABCLIFE|08/05/1971|1|N|WL01|31/12/2005|||168000|3140.12|A|0.1||N|168000|0||IF|Y
POL0000620|ABCLIFE|27/06/1979|2|N|WL01|31/12/2017|||1646000|2069.22|M|0.1||Y|1000000|646000|TRT02|IF|Y
POL0000621|ABCLIFE|02/05/1968|1|N|EN01|31/12/2020|31/12/2030|10|2025000|7699.66|M|0.05|10|Y|2000000|25000|TRT03|IF|Y
POL0000622|ABCLIFE|13/05/1978|1|N|TL01|31/12/2016|31/12/2041|25|4263000|2235.86|M|0.1|25|Y|1000000|3263000|TRT04|IF|Y
POL0000623|ABCLIFE|08/01/1972|1|N|TL01|31/12/2017|31/12/2047|30|3447000|1325.41|M|0.1|30|Y|1000000|2447000|TRT03|IF|Y
POL0000624|ABCLIFE|14/01/1984|2|N|EN01|31/12/2010|31/12/2030|20|1091000|61727.97|A|0.05|20|N|1091000|0||IF|Y
POL0000625|ABCLIFE|06/05/1972|2|N|TL01|31/12/2017|31/12/2027|10|1780000|939.06|M|0.05|10|Y|1000000|780000|TRT02|IF|Y
POL0000626|ABCLIFE|08/04/1985|1|N|EN01|31/12/2011|31/12/2026|15|1618000|4681.46|M|0.0|15|N|1618000|0||PU|N
POL0000627|ABCLIFE|23/11/1999|2|N|WL01|31/12/2017|||1689000|2356.42|M|0.05||Y|1000000|689000|TRT01|IF|Y
POL0000628|ABCLIFE|30/12/1989|1|N|TL01|31/12/2022|31/12/2037|15|3784000|2155.94|M|0.05|15|Y|1000000|2784000|TRT02|PU|N
POL0000629|ABCLIFE|27/08/1984|2|Y|TL01|31/12/2010|31/12/2025|15|1726000|600.18|M|0.0|15|Y|1000000|726000|TRT04|IF|Y
POL0000630|ABCLIFE|27/08/1997|2|N|TL01|31/12/2017|31/12/2027|10|182000|101.08|M|0.15|10|N|182000|0||IF|Y
POL0000631|ABCLIFE|02/10/1951|2|N|WL01|31/12/2004|||136000|268.01|M|0.1||N|136000|0||IF|Y
POL0000632|ABCLIFE|25/05/1971|1|N|EN01|31/12/2005|31/12/2025|20|1078000|3947.33|M|0.15|20|N|1078000|0||IF|Y
POL0000633|ABCLIFE|02/01/1991|1|N|TL01|31/12/2018|31/12/2033|15|1982000|390.63|M|0.1|15|Y|1000000|982000|TRT02|IF|Y
POL0000634|ABCLIFE|29/09/1971|2|N|WL01|31/12/2021|||1443000|2342.11|M|0.05||Y|1000000|443000|TRT01|IF|Y
POL0000635|ABCLIFE|21/01/1988|1|N|TL01|31/12/2012|31/12/2032|20|1960000|13008.43|A|0.05|20|Y|1000000|960000|TRT04|LA|N
POL0000636|ABCLIFE|20/12/1984|1|N|TL01|31/12/2016|31/12/2041|25|2559000|1237.94|M|0.0|25|Y|1000000|1559000|TRT02|IF|Y
POL0000637|ABCLIFE|01/12/1970|1|Y|EN01|31/12/2020|31/12/2040|20|1697000|7896.32|M|0.1|20|N|1697000|0||IF|Y
POL0000638|ABCLIFE|05/12/1980|1|N|WL01|31/12/2015|||367000|597.68|M|0.15||N|367000|0||PU|N
POL0000639|ABCLIFE|03/11/1990|2|N|EN01|31/12/2022|31/12/2047|25|704000|2115.2|M|0.15|25|N|704000|0||LA|N
POL0000640|ABCLIFE|25/06/1986|1|Y|WL01|31/12/2007|||505000|556.57|M|0.0||N|505000|0||IF|Y
POL0000641|ABCLIFE|06/10/1994|1|N|TL01|31/12/2022|31/12/2032|10|2636000|1294.15|M|0.05|10|Y|1000000|1636000|TRT02|IF|Y
POL0000642|ABCLIFE|23/11/1988|1|N|TL01|31/12/2021|31/12/2041|20|1708000|377.51|M|0.0|20|Y|1000000|708000|TRT01|IF|Y
POL0000643|ABCLIFE|11/09/1964|2|N|EN01|31/12/2004|31/12/2029|25|1845000|7483.07|M|0.05|25|N|1845000|0||IF|Y
POL0000644|ABCLIFE|10/06/1972|1|N|TL01|31/12/2007|31/12/2037|30|4743000|2040.51|M|0.1|30|Y|1000000|3743000|TRT03|IF|Y
POL0000645|ABCLIFE|03/04/1974|2|N|EN01|31/12/2005|31/12/2025|20|2254000|9391.32|M|0.1|20|Y|2000000|254000|TRT02|IF|Y
POL0000646|ABCLIFE|18/08/1961|2|N|TL01|31/12/2004|31/12/2029|25|3976000|1674.0|M|0.05|25|Y|1000000|2976000|TRT04|IF|Y
POL0000647|ABCLIFE|27/09/1957|1|N|EN01|31/12/2010|31/12/2025|15|1743000|7163.55|M|0.1|15|N|1743000|0||PU|N
POL0000648|ABCLIFE|10/08/1984|1|N|TL01|31/12/2009|31/12/2034|25|2788000|998.05|M|0.1|25|Y|1000000|1788000|TRT04|IF|Y
POL0000649|ABCLIFE|14/04/1976|2|N|EN01|31/12/2023|31/12/2043|20|1914000|21205.5|Q|0.05|20|N|1914000|0||IF|Y
POL0000650|ABCLIFE|29/09/1967|1|Y|EN01|31/12/2011|31/12/2026|15|333000|1280.26|M|0.0|15|N|333000|0||IF|Y
POL0000651|ABCLIFE|03/09/1986|1|N|WL01|31/12/2019|||1144000|2126.95|M|0.0||Y|1000000|144000|TRT02|IF|Y
POL0000652|ABCLIFE|19/05/1964|2|N|EN01|31/12/2004|31/12/2029|25|1906000|5024.9|M|0.0|25|N|1906000|0||IF|Y
POL0000653|ABCLIFE|05/12/1985|2|N|TL01|31/12/2013|31/12/2028|15|4208000|4574.42|Q|0.1|15|Y|1000000|3208000|TRT01|IF|Y
POL0000654|ABCLIFE|06/01/1976|1|N|WL01|31/12/2021|||1633000|1363.47|M|0.05||Y|1000000|633000|TRT04|IF|Y
POL0000655|ABCLIFE|18/08/1971|2|N|TL01|31/12/2015|31/12/2035|20|234000|103.74|M|0.15|20|N|234000|0||LA|N
POL0000656|ABCLIFE|21/03/1965|1|N|TL01|31/12/2018|31/12/2033|15|1330000|819.96|M|0.0|15|Y|1000000|330000|TRT02|IF|Y
POL0000657|ABCLIFE|12/11/1967|2|Y|TL01|31/12/2018|31/12/2028|10|4446000|26502.85|A|0.0|10|Y|1000000|3446000|TRT01|IF|Y
POL0000658|ABCLIFE|09/02/1981|1|N|EN01|31/12/2016|31/12/2041|25|910000|33339.34|A|0.05|25|N|910000|0||IF|Y
POL0000659|ABCLIFE|24/09/1965|2|Y|TL01|31/12/2010|31/12/2025|15|936000|283.92|M|0.0|15|N|936000|0||IF|Y
POL0000660|ABCLIFE|27/08/1974|2|N|WL01|31/12/2020|||1347000|1633.66|M|0.05||Y|1000000|347000|TRT02|IF|Y
POL0000661|ABCLIFE|28/10/1975|2|Y|TL01|31/12/2006|31/12/2031|25|4211000|3420.41|Q|0.1|25|Y|1000000|3211000|TRT04|IF|Y
POL0000662|ABCLIFE|30/10/1950|1|N|TL01|31/12/2007|31/12/2032|25|4201000|6361.26|Q|0.05|25|Y|1000000|3201000|TRT03|IF|Y
POL0000663|ABCLIFE|10/11/1987|1|N|TL01|31/12/2024|31/12/2054|30|405000|76.57|M|0.1|30|N|405000|0||IF|Y
POL0000664|ABCLIFE|23/06/1976|2|N|TL01|31/12/2009|31/12/2029|20|2704000|19950.87|A|0.05|20|Y|1000000|1704000|TRT02|IF|Y
POL0000665|ABCLIFE|10/06/1960|1|N|TL01|31/12/2014|31/12/2039|25|1525000|5951.72|A|0.05|25|Y|1000000|525000|TRT04|PU|N
POL0000666|ABCLIFE|16/07/1980|1|N|WL01|31/12/2023|||1370000|1540.22|M|0.1||Y|1000000|370000|TRT02|IF|Y
POL0000667|ABCLIFE|08/11/1990|2|Y|WL01|31/12/2016|||1462000|2614.18|M|0.1||Y|1000000|462000|TRT01|IF|Y
POL0000668|ABCLIFE|22/06/1952|2|N|EN01|31/12/2006|31/12/2026|20|2575000|92165.68|A|0.0|20|Y|2000000|575000|TRT01|IF|Y
POL0000669|ABCLIFE|17/04/1986|2|N|WL01|31/12/2012|||434000|373.5|M|0.05||N|434000|0||IF|Y
POL0000670|ABCLIFE|10/02/1967|1|Y|WL01|31/12/2008|||1947000|28964.35|A|0.05||Y|1000000|947000|TRT03|IF|Y
POL0000671|ABCLIFE|15/02/1987|1|N|TL01|31/12/2022|31/12/2047|25|898000|386.12|M|0.05|25|N|898000|0||IF|Y
POL0000672|ABCLIFE|24/06/1969|2|Y|WL01|31/12/2007|||1424000|1852.92|M|0.05||Y|1000000|424000|TRT02|IF|Y
POL0000673|ABCLIFE|09/09/1982|1|N|WL01|31/12/2024|||389000|574.23|M|0.1||N|389000|0||IF|Y
POL0000674|ABCLIFE|13/04/1987|1|N|EN01|31/12/2012|31/12/2037|25|627000|1878.09|M|0.05|25|N|627000|0||IF|Y
POL0000675|ABCLIFE|30/08/1973|1|N|TL01|31/12/2015|31/12/2030|15|4944000|1372.94|M|0.0|15|Y|1000000|3944000|TRT03|IF|Y
POL0000676|ABCLIFE|19/04/1982|2|N|TL01|31/12/2012|31/12/2037|25|2888000|1497.31|M|0.1|25|Y|1000000|1888000|TRT01|IF|Y
POL0000677|ABCLIFE|07/11/1987|2|N|TL01|31/12/2021|31/12/2051|30|2618000|14831.59|A|0.05|30|Y|1000000|1618000|TRT02|IF|Y
POL0000678|ABCLIFE|27/08/1959|1|N|WL01|31/12/2004|||1116000|1714.59|M|0.0||Y|1000000|116000|TRT04|IF|Y
POL0000679|ABCLIFE|27/01/1986|1|N|EN01|31/12/2018|31/12/2033|15|756000|9961.3|Q|0.05|15|N|756000|0||IF|Y
POL0000680|ABCLIFE|14/01/1974|2|Y|WL01|31/12/2009|||309000|7324.27|A|0.1||N|309000|0||IF|Y
POL0000681|ABCLIFE|11/03/1998|1|N|TL01|31/12/2021|31/12/2031|10|808000|532.16|M|0.1|10|N|808000|0||IF|Y
POL0000682|ABCLIFE|15/09/1969|1|N|WL01|31/12/2006|||980000|1370.91|M|0.0||N|980000|0||IF|Y
POL0000683|ABCLIFE|30/11/1971|1|N|TL01|31/12/2005|31/12/2030|25|1626000|977.8|M|0.15|25|Y|1000000|626000|TRT03|IF|Y
POL0000684|ABCLIFE|29/03/1975|1|N|TL01|31/12/2008|31/12/2038|30|1811000|8280.88|A|0.05|30|Y|1000000|811000|TRT03|IF|Y
POL0000685|ABCLIFE|03/03/1977|1|N|EN01|31/12/2015|31/12/2040|25|1945000|5505.05|M|0.15|25|N|1945000|0||IF|Y
POL0000686|ABCLIFE|27/05/1982|1|N|EN01|31/12/2020|31/12/2045|25|1052000|3325.15|M|0.0|25|N|1052000|0||IF|Y
POL0000687|ABCLIFE|01/06/1978|2|N|EN01|31/12/2014|31/12/2039|25|467000|1933.27|M|0.05|25|N|467000|0||IF|Y
POL0000688|ABCLIFE|15/07/1995|1|Y|EN01|31/12/2024|31/12/2044|20|2361000|136379.54|A|0.05|20|Y|2000000|361000|TRT01|IF|Y
POL0000689|ABCLIFE|22/09/1969|1|Y|WL01|31/12/2014|||880000|1125.27|M|0.05||N|880000|0||PU|N
POL0000690|ABCLIFE|18/07/1985|2|N|TL01|31/12/2023|31/12/2053|30|269000|79.91|M|0.0|30|N|269000|0||IF|Y
POL0000691|ABCLIFE|19/08/1976|2|N|EN01|31/12/2006|31/12/2026|20|2320000|7277.67|M|0.05|20|Y|2000000|320000|TRT04|IF|Y
POL0000692|ABCLIFE|29/08/1992|2|N|TL01|31/12/2021|31/12/2041|20|3848000|2473.25|Q|0.05|20|Y|1000000|2848000|TRT01|IF|Y
POL0000693|ABCLIFE|18/08/1982|2|N|TL01|31/12/2017|31/12/2027|10|1069000|443.5|M|0.1|10|Y|1000000|69000|TRT01|IF|Y
POL0000694|ABCLIFE|21/08/1989|2|N|TL01|31/12/2018|31/12/2038|20|3606000|618.42|M|0.05|20|Y|1000000|2606000|TRT03|IF|Y
POL0000695|ABCLIFE|05/12/1969|2|N|TL01|31/12/2017|31/12/2047|30|855000|422.04|M|0.1|30|N|855000|0||IF|Y
POL0000696|ABCLIFE|13/08/1974|1|N|TL01|31/12/2017|31/12/2042|25|3056000|15985.65|A|0.1|25|Y|1000000|2056000|TRT02|IF|Y
POL0000697|ABCLIFE|11/05/1980|2|Y|TL01|31/12/2012|31/12/2037|25|4769000|1302.23|M|0.0|25|Y|1000000|3769000|TRT02|IF|Y
POL0000698|ABCLIFE|04/07/1980|1|N|EN01|31/12/2016|31/12/2026|10|1588000|5060.1|M|0.05|10|N|1588000|0||PU|N
POL0000699|ABCLIFE|18/07/1983|2|N|EN01|31/12/2015|31/12/2025|10|830000|2408.51|M|0.0|10|N|830000|0||PU|N
POL0000700|ABCLIFE|19/03/1992|1|N|WL01|31/12/2021|||698000|1159.05|M|0.0||N|698000|0||IF|Y
POL0000701|ABCLIFE|23/12/1989|1|N|TL01|31/12/2007|31/12/2032|25|4826000|27648.69|A|0.05|25|Y|1000000|3826000|TRT02|IF|Y
POL0000702|ABCLIFE|05/07/1962|2|N|WL01|31/12/2017|||1361000|1167.67|M|0.0||Y|1000000|361000|TRT01|IF|Y
POL0000703|ABCLIFE|01/03/1964|1|N|TL01|31/12/2007|31/12/2032|25|1976000|438.91|M|0.0|25|Y|1000000|976000|TRT04|IF|Y
POL0000704|ABCLIFE|11/04/2001|2|N|TL01|31/12/2018|31/12/2028|10|1414000|6082.05|A|0.1|10|Y|1000000|414000|TRT01|LA|N
POL0000705|ABCLIFE|21/08/1960|1|Y|TL01|31/12/2009|31/12/2034|25|4433000|1400.08|M|0.05|25|Y|1000000|3433000|TRT01|IF|Y
POL0000706|ABCLIFE|08/08/1988|1|N|TL01|31/12/2024|31/12/2054|30|1536000|593.92|M|0.05|30|Y|1000000|536000|TRT04|PU|N
POL0000707|ABCLIFE|26/07/1983|2|N|WL01|31/12/2019|||1902000|2439.18|M|0.0||Y|1000000|902000|TRT03|LA|N
POL0000708|ABCLIFE|15/07/2004|1|N|TL01|31/12/2022|31/12/2032|10|886000|1179.88|Q|0.05|10|N|886000|0||IF|Y
